Year,donorcode,donorname,agencycode,agencyname,crsid,projectnumber,initialreport,recipientcode,recipientname,regioncode,regionname,incomegroupcode,incomegroupname,flowcode,flowname,bi_multi,category,finance_t,aid_t,usd_commitment,usd_disbursement,usd_received,usd_commitment_defl,usd_disbursement_defl,usd_received_defl,usd_adjustment,usd_adjustment_defl,usd_amountuntied,usd_amountpartialtied,usd_amounttied,usd_amountuntied_defl,usd_amountpartialtied_defl,usd_amounttied_defl,usd_IRTC,usd_expert_commitment,usd_expert_extended,usd_export_credit,currencycode,commitment_national,disbursement_national,shortdescription,projecttitle,purposecode,purposename,sectorcode,sectorname,channelcode,channelname,channelreportedname,geography,expectedstartdate,completiondate,longdescription,gender,environment,trade,pdgg,FTC,PBA,investmentproject,assocfinance,biodiversity,climateMitigation,climateAdaptation,desertification,commitmentdate,typerepayment,numberrepayment,interest1,interest2,repaydate1,repaydate2,grantelement,usd_interest,usd_outstanding,usd_arrears_principal,usd_arrears_interest,usd_future_DS_principal,usd_future_DS_interest
2011,8,Norway,1,NORAD,2009002892,NPL-09/029,3,660,Nepal,,,10016,LDCs,11,ODA Grants,1,10,110,C01,,0.26763729793384011,,,0.26763729793384011,,,,,,,,,,,,,,8,,1.5,FEASIBILITY STUDY FOR TWINNING ARRANGEMENT BETWEEN NEA AND STATNETT,Feasibility study for twinning arrangement between NEA and Statnett,23040,Electrical transmission/distribution,230,II.3. Energy,11000,Donor government,Statnett SF,,2009-05-14 00:00:00,2010-12-31 00:00:00,Feasibility study for a Twinning Arrangement between Nepal Electricity Board (NEA) and Statnett,0,0,0,0,,,,,0,0,0,0,2009-05-14 00:00:00,,,,,,,,,,,,,
2011,8,Norway,1,NORAD,2010002236,QZA-09/143-29,3,660,Nepal,,,10016,LDCs,11,ODA Grants,3,10,110,B01,8.6536059665274959E-2,8.6536059665274959E-2,,8.6536059665274959E-2,8.6536059665274959E-2,,,,8.6536059665274959E-2,,,8.6536059665274959E-2,,,,,,,8,0.48499999999999999,0.48499999999999999,DISASTER RISK REDUCTION - NEPAL,Disaster Risk Reduction - Nepal,74010,Disaster prevention and preparedness,740,VIII.3. Disaster Prevention & Preparedness,22000,NATIONAL NGOs,Redd Barna Norge,,2010-01-01 00:00:00,2014-12-31 00:00:00,Local disaster risk reduction including capacity building with local partners and government. DRR included in education system.,0,1,0,2,,,,,0,0,1,2,2010-01-01 00:00:00,,,,,,,100.0,,,,,,
2011,8,Norway,1,NORAD,2010002235,QZA-09/143-28,3,660,Nepal,,,10016,LDCs,11,ODA Grants,3,10,110,B01,2.5336330871070196E-2,2.5336330871070196E-2,,2.5336330871070196E-2,2.5336330871070196E-2,,,,2.5336330871070196E-2,,,2.5336330871070196E-2,,,,,,,8,0.14199999999999999,0.14199999999999999,CHILD RIGHTS GOVERNANCE - NEPAL,Child rights governance - Nepal,15160,Human rights,151,I.5.a. Government & Civil Society-general,22000,NATIONAL NGOs,Redd Barna Norge,,2010-01-01 00:00:00,2014-12-31 00:00:00,"Establish and support child rights awareness, CRC monitoring in civil society and government, demonstrate children claiming their rights, establish child protection system in communities and government. Work carried out by Nepal Human Rights Commission, government and local NGOs with high participation of children and youth clubs. Child rights training provided - capacity building.",1,0,0,2,,,,,0,0,0,0,2010-01-01 00:00:00,,,,,,,100.0,,,,,,
2011,8,Norway,1,NORAD,2010002232,QZA-09/143-25,3,660,Nepal,,,10016,LDCs,11,ODA Grants,3,10,110,B01,0.26442565035863402,0.26442565035863402,,0.26442565035863402,0.26442565035863402,,,,0.26442565035863402,,,0.26442565035863402,,,,,,,8,1.482,1.482,EDUCATION - NEPAL,Education - Nepal,11220,Primary education,112,I.1.b. Basic Education,22000,NATIONAL NGOs,Redd Barna Norge,,2010-01-01 00:00:00,2014-12-31 00:00:00,"Increase access to quality education from early childhood to secondary level, provide a protective, safe environement from conflict, support drop outs and alternative education, teacher training, oppose discrimination against disabled and low castes or working children, capacity building and early childhood education. Work with education authorities and many local NGO partners. Includes local and national advocacy and policy change. NGO partners include ASN, BIDC, NRC, ISS, ILAKA, Siripuraj CDC, SCDC, Tuki, District Education offices, Hoste Hainse, GYC, Kalaki SRSC, SSSDC, ISK, Kalaki DC, Karnali IRDRC, SAC, Dalit WO, BUC, CDC, PEACEWIN.",1,0,0,1,,,,,0,0,0,0,2010-01-01 00:00:00,,,,,,,100.0,,,,,,
2011,8,Norway,1,NORAD,2010002233,QZA-09/143-26,3,660,Nepal,,,10016,LDCs,11,ODA Grants,3,10,110,B01,0.08992613210577026,0.08992613210577026,,0.08992613210577026,0.08992613210577026,,,,0.08992613210577026,,,0.08992613210577026,,,,,,,8,0.504,0.504,CHILD PROTECTION - NEPAL,Child Protection - Nepal,16010,Social/welfare services,160,I.6. Other Social Infrastructure & Services,22000,NATIONAL NGOs,Redd Barna Norge,,2010-01-01 00:00:00,2014-12-31 00:00:00,"Strengthen understanding of key duty bearers, prevent violence & abuse of children and child labour exploitation, empower children, oppose trafficking, advocacy to change laws and attitudes. Work with local NGOs and authorities, and children's groups.",1,0,0,1,,,,,0,0,0,0,2010-01-01 00:00:00,,,,,,,100.0,,,,,,
2011,8,Norway,1,NORAD,2010002234,QZA-09/143-27,3,660,Nepal,,,10016,LDCs,11,ODA Grants,3,10,110,B01,3.6220247653713025E-2,3.6220247653713025E-2,,3.6220247653713025E-2,3.6220247653713025E-2,,,,3.6220247653713025E-2,,,3.6220247653713025E-2,,,,,,,8,0.20300000000000001,0.20300000000000001,HIV / AIDS - NEPAL,HIV / AIDS - Nepal,13040,Std control including hiv/aids,130,I.3. Population Pol./Progr. & Reproductive Health,22000,NATIONAL NGOs,Redd Barna Norge,,2010-01-01 00:00:00,2014-12-31 00:00:00,"Enhance knowledge on HIV/AIDS for children & youth, and duty bearers, empower children living with AIDS or orphans, enhance children's participation, strengthen government services, Care and support for HIV affected children.",0,0,0,1,,,,,0,0,0,0,2010-01-01 00:00:00,,,,,,,100.0,,,,,,
2011,8,Norway,1,NORAD,2010001988,NOMA-2010/13643,3,660,Nepal,,,10016,LDCs,11,ODA Grants,1,10,110,D02,,0.23296363701245407,,,0.23296363701245407,,,,,,,,,,,,,,8,,1.3056679999999998,NORADS PROGRAMME FOR MASTER STUDIES,Norads Programme for Master Studies,11420,Higher education,114,I.1.d. Post-Secondary Education,51000,"University, college or other teaching institution, research institute or think-tank",SIU - Senter for internasjonalisering av hyere utdanning,,2010-01-01 00:00:00,2014-12-31 00:00:00,Master of Science in Technology and Innovation Management - Nepal,0,0,0,1,1,,,,0,0,0,0,2010-01-01 00:00:00,,,,,,,,,,,,,
2011,8,Norway,1,NORAD,2011001851,QZA-09/265-76,1,660,Nepal,,,10016,LDCs,11,ODA Grants,3,10,110,B01,4.9416229525746709E-2,4.9416229525746709E-2,,4.9416229525746709E-2,4.9416229525746709E-2,,,,4.9416229525746709E-2,0.0,0.0,4.9416229525746709E-2,0.0,0.0,0.0,0.0,,0.0,8,0.27695819999999999,0.27695819999999999,NBF-EYE HEALTH LAMAHI,NBF-Eye Health Lamahi,16010,Social/welfare services,160,I.6. Other Social Infrastructure & Services,22000,NATIONAL NGOs,Atlas-alliansen,,2011-01-01 00:00:00,2011-12-31 00:00:00,"Mobility, DLS, Vocational, Educational",0,0,0,0,,,,,0,0,0,0,2011-01-01 00:00:00,,,,,,,100.0,,,,,,
2011,8,Norway,1,NORAD,2009002879,NPL-09/005,3,660,Nepal,,,10016,LDCs,11,ODA Grants,1,10,110,C01,,0.41037719016522145,,,0.41037719016522145,,,,,,,,,,,,,,8,,2.2999999999999998,INSTITUTIONAL DEVELOPMENT AND COOPERATION BETWEEN KU AND SINTEF,Institutional Development and Cooperation between KU and SINTEF,23082,Energy research,230,II.3. Energy,51000,"University, college or other teaching institution, research institute or think-tank",Kathmandu University,,2009-10-27 00:00:00,2013-12-31 00:00:00,The Program - 'Renewable Nepal' aims at building research capacity at Kathmandu University to conduct applied research projects within the energy industry. The program is a joint undertaking between Kathamandu University (KU) and SINTEF Energiforskning AS (SEfAS).,0,0,0,0,,,,,0,1,0,0,2009-10-27 00:00:00,,,,,,,,,,,,,
2011,8,Norway,1,NORAD,2010002026,NPL-10/0029,3,660,Nepal,,,10016,LDCs,11,ODA Grants,1,10,110,D02,,7.6070013917139495E-2,,,7.6070013917139495E-2,,,,,,,,,,,,,,8,,0.426342,REVIEW OF ESAP II,Review of ESAP II,23067,Solar energy,230,II.3. Energy,52000,Other,Wolfgang Mostert,,2010-10-20 00:00:00,2011-12-31 00:00:00,Review of ESAP II,0,0,0,0,1,,,,0,0,0,0,2010-10-20 00:00:00,,,,,,,,,,,,,
2011,8,Norway,1,NORAD,2007003420,GLO-06/292-7,3,660,Nepal,,,10016,LDCs,11,ODA Grants,3,10,110,B01,,6.0918888056239517E-2,,,6.0918888056239517E-2,,,,,,,,,,,,,,8,,0.34142600000000001,COLLABORATIVE SUSTAINABLE DEVELOPMENT PLANNING,Collaborative Sustainable Development Planning,15150,Democratic participation and civil society,151,I.5.a. Government & Civil Society-general,22000,NATIONAL NGOs,Utviklingsfondet,,2007-01-01 00:00:00,2011-12-31 00:00:00,The project facilitates effective decentralised community planning processes with a emphasis on environmental management.,1,2,0,2,,,,,0,0,0,0,2007-01-01 00:00:00,,,,,,,,,,,,,
2011,8,Norway,1,NORAD,2011000970,GLO-08/440-18,1,660,Nepal,,,10016,LDCs,11,ODA Grants,3,10,110,B01,0.34964404239374802,0.34964404239374802,,0.34964404239374802,0.34964404239374802,,,,0.34964404239374802,0.0,0.0,0.34964404239374802,0.0,0.0,0.0,0.0,,0.0,8,1.9596150000000001,1.9596150000000001,GENDER AND WOMEN'S RIGHTS - EMPOWERMENT AND LIVELIHOOD,Gender and Women's Rights - Empowerment and livelihood,31161,Food crop production,311,III.1.a. Agriculture,22000,NATIONAL NGOs,FORUT - Solidaritetsaksjon for utvikling,,2011-01-01 00:00:00,2013-12-31 00:00:00,"Improving women and children's health, adult literacy, improving education facilities, child rights training, pre school, local planning and resource management by women's groups, local conflict management, agricultural training, supply of seeds, fertilizer, plants, fruit trees, in collab with CWIN",2,1,0,2,,,,,1,0,1,0,2011-01-01 00:00:00,,,,,,,100.0,,,,,,
2011,8,Norway,1,NORAD,2009001132,GLO-06/292-42,3,660,Nepal,,,10016,LDCs,11,ODA Grants,3,10,110,B01,,4.5125075830567754E-2,,,4.5125075830567754E-2,,,,,,,,,,,,,,8,,0.25290799999999997,"PROGRAMME DEVELOPMENT, NEPAL","Programme development, Nepal",15150,Democratic participation and civil society,151,I.5.a. Government & Civil Society-general,22000,NATIONAL NGOs,Utviklingsfondet,,2009-01-01 00:00:00,2011-12-31 00:00:00,Pilot project/planning new activities in Nepal,0,0,0,2,,,,,0,0,0,0,2009-01-01 00:00:00,,,,,,,,,,,,,
2011,8,Norway,1,NORAD,2007003553,GLO-07/107-134,3,660,Nepal,,,10016,LDCs,11,ODA Grants,3,10,110,B01,,7.6722692074367493E-2,,,7.6722692074367493E-2,,,,,,,,,,,,,,8,,0.42999999999999999,NTM-ENGINEERING EDU. AT KATHMANDU UNIV.,NTM-Engineering Edu. at Kathmandu Univ.,11430,Advanced tech. & managerial training,114,I.1.d. Post-Secondary Education,22000,NATIONAL NGOs,Digni - tidl. Bistandsnemnda,,2007-01-01 00:00:00,2012-07-04 00:00:00,"To establish a four year engineering education within Mechanical Engineering (ME), Electrical and Electronics Engineering (EEE), adapted to practical needs in Nepal.",0,0,0,0,,,,,0,0,0,0,2007-01-01 00:00:00,,,,,,,,,,,,,
2011,8,Norway,1,NORAD,2007003400,GLO-06/292-17,3,660,Nepal,,,10016,LDCs,11,ODA Grants,3,10,110,B01,,0.29331299289869039,,,0.29331299289869039,,,,,,,,,,,,,,8,,1.643902,HUMLA DEVELOPMENT INITIATIVE,Humla Development Initiative,31120,Agricultural development,311,III.1.a. Agriculture,22000,NATIONAL NGOs,Utviklingsfondet,,2007-01-01 00:00:00,2011-12-31 00:00:00,"Humla Development Initiative (HDI) will facilitate and support improvement in biodiversity in agriculture in the Humla District of Nepal, and will help strengthen NGO capacity.",1,2,0,1,,,,,0,0,0,0,2007-01-01 00:00:00,,,,,,,,,,,,,
2011,8,Norway,1,NORAD,2010002580,QZA-10/0144-4,3,660,Nepal,,,10016,LDCs,11,ODA Grants,1,10,110,C01,3.5163419334118401E-2,3.5163419334118401E-2,,3.5163419334118401E-2,3.5163419334118401E-2,,,,3.5163419334118401E-2,,,3.5163419334118401E-2,,,,,,,8,0.1970769,0.1970769,REHABILATION OF TRAUMATIZED WOMEN - NEPAL,Rehabilation of traumatized women - Nepal,12220,Basic health care,122,I.2.b. Basic Health,22000,NATIONAL NGOs,Human-Etisk Forbund,,2010-01-01 00:00:00,2012-12-31 00:00:00,Supporting a senter for rehabilitation for women who suffer from mental deseases and who are stigmatized.Referenced agreement: NPL-03/016 - Human-Etisk Forbund,2,0,0,0,,,,,0,0,0,0,2010-01-01 00:00:00,,,,,,,100.0,,,,,,
2011,8,Norway,1,NORAD,2010002395,QZA-09/260-2,3,660,Nepal,,,10016,LDCs,11,ODA Grants,1,10,110,C01,0.15727111658280699,0.15727111658280699,,0.15727111658280699,0.15727111658280699,,,,0.15727111658280699,,,0.15727111658280699,,,,,,,8,0.88144169999999999,0.88144169999999999,THE NORWEGIAN BAR ASSOCIATION LEGAL AID PROJECT NEPAL,The Norwegian Bar Association Legal Aid Project Nepal,15130,Legal and judicial development,151,I.5.a. Government & Civil Society-general,22000,NATIONAL NGOs,Den Norske Advokatforening,,2010-01-01 00:00:00,2012-12-31 00:00:00,Legal Aid Project Nepal,1,0,0,2,,,,,0,0,0,0,2010-01-01 00:00:00,,,,,,,100.0,,,,,,
2011,8,Norway,1,NORAD,2010002014,NPL-10/0012,3,660,Nepal,,,10016,LDCs,11,ODA Grants,1,10,110,C01,,-6.8979052920815041E-3,,,-6.8979052920815041E-3,,,,,,,,,,,,,,8,,-0.03866,MRCSM - MUSIC CMO,MRCSM - Music CMO,15160,Human rights,151,I.5.a. Government & Civil Society-general,22000,NATIONAL NGOs,Norcode - The Norwegian Copyright Development Association,,2010-03-08 00:00:00,2010-12-31 00:00:00,Sknaden sier at utviklingsmlet er 'Effektiv beskyttelse av opphavsrettigheter er et stort og viktig bidrag til beskyttelse av Nepals levende kultur og nepalsk selvbevissthet. Dersom MERCSM lykkes vil kompetansen kunne overfres til opprettelse av forvaltningsorganisasjoner p andre kunst/kulturomrder.',0,0,0,2,,,,,0,0,0,0,2010-03-08 00:00:00,,,,,,,,,,,,,
2011,8,Norway,1,NORAD,2010002007,NPL-10/0004,3,660,Nepal,,,10016,LDCs,11,ODA Grants,1,10,110,C01,,-2.5885879456161009E-3,,,-2.5885879456161009E-3,,,,,,,,,,,,,,8,,-1.4507999999999998E-2,"BUILDING LEADERSHIP, CLAIMING SPACE AND CONTRIBUTING BACK TO SOCIETY","Building leadership, claiming space and contributing back to society",15160,Human rights,151,I.5.a. Government & Civil Society-general,22000,NATIONAL NGOs,"LLH - Landsforeningen for lesbiske, homofile, bifile og transpersoner",,2010-03-04 00:00:00,2010-12-31 00:00:00,"Social inclusion and access to justice for sexual and gender minorities in Nepal: The project has three clearly defined goals:1. Policy work on constitutional reform2. Human advocacy work3. Empowerment of lesbians and transgender through improvement of organizational, counseling and advocacy skills and income generating skills. The target group are sexual and gender minorities in Nepal in general, and Kathmandu specifically.",0,0,0,2,,,,,0,0,0,0,2010-03-04 00:00:00,,,,,,,,,,,,,
2011,8,Norway,1,NORAD,2011001901,QZA-10/0926-15,1,660,Nepal,,,10016,LDCs,11,ODA Grants,3,10,110,B01,0.7221253969953253,0.7221253969953253,,0.7221253969953253,0.7221253969953253,,,,0.7221253969953253,0.0,0.0,0.7221253969953253,0.0,0.0,0.0,0.0,,0.0,8,4.0472239999999999,4.0472239999999999,SOCIAL INCLUSION AND NON-DISCRIMINATION,Social inclusion and non-discrimination,15130,Legal and judicial development,151,I.5.a. Government & Civil Society-general,22000,NATIONAL NGOs,Plan Norge,,2011-01-01 00:00:00,2015-12-31 00:00:00,"Given support, the program will contribute to the strengthening of legal mechanisms to promote and protect the rights of children in Nepal and particularly, protect children by capacitating communities, civil society as well as local authorities and courts.",1,0,0,2,,,,,0,0,0,0,2011-01-01 00:00:00,,,,,,,100.0,,,,,,
2011,8,Norway,1,NORAD,2011001902,QZA-10/0926-17,1,660,Nepal,,,10016,LDCs,11,ODA Grants,3,10,110,B01,0.33852389108946229,0.33852389108946229,,0.33852389108946229,0.33852389108946229,,,,0.33852389108946229,0.0,0.0,0.33852389108946229,0.0,0.0,0.0,0.0,,0.0,8,1.8972909999999998,1.8972909999999998,STRENGTHEN CHILD PROTECTION MECHANISMS IN NEPAL,Strengthen child protection mechanisms in Nepal,13010,Population policy and admin. mgmt,130,I.3. Population Pol./Progr. & Reproductive Health,22000,NATIONAL NGOs,Plan Norge,,2011-01-01 00:00:00,2015-12-31 00:00:00,"Given support, the program will promote the right of all children in Nepal to be recognized as citizens, protected from harm, and access to health and education services.",1,1,0,2,,,,,0,0,0,0,2011-01-01 00:00:00,,,,,,,100.0,,,,,,
2011,8,Norway,1,NORAD,2010002009,NPL-10/0007,3,660,Nepal,,,10016,LDCs,11,ODA Grants,1,10,110,C01,,-4.639046497519895E-5,,,-4.639046497519895E-5,,,,,,,,,,,,,,8,,-2.6000000000000003E-4,TIMURE KAHIDI,Timure Kahidi,43040,Rural development,430,IV.2. Other Multisector,22000,NATIONAL NGOs,Adopsjonsforum,,2010-03-12 00:00:00,2010-12-31 00:00:00,"Rural develompent project supported since 2008 in 3 villages in Himalaya, Nepal.  School, water, roads, micro credit.",1,1,0,0,,,,,0,0,0,0,2010-03-12 00:00:00,,,,,,,,,,,,,
2011,8,Norway,1,NORAD,2010002031,NPL-10/0037,3,660,Nepal,,,10016,LDCs,11,ODA Grants,1,10,110,D02,,2.0758127252613924E-2,,,2.0758127252613924E-2,,,,,,,,,,,,,,8,,0.116341,POLITICAL ECONOMY ANALYSIS FOR NEPAL -PRESTUDY FOR ANTI-CORRUPTION,Political Economy Analysis for Nepal -Prestudy for Anti-corruption,15113,Anti-corruption organisations and institutions,151,I.5.a. Government & Civil Society-general,52000,Other,Sarah Dix,,2010-07-16 00:00:00,2011-12-31 00:00:00,"The Norwegian Embassy UNDP, UNODC have agreed to carry out an independent study to assess the current situation, extract lessons from past experiences and come up with a strategy to combating corruption. ANKOR has been asked to provide assistance to this this study by engaging the Team Leader for the study and supervise the methodological aproach. The Consultant shall assist in developing the methodology of the study and lead the conduction of the study in its various parts in close cooperation with the team members, UNDP, UNODC and The Norwegian Embassy and Norad. The Team Leader will have the final responsibility for the study results. Further specification in the contract under official record nr 1001062.",0,0,0,2,1,,,,0,0,0,0,2010-07-16 00:00:00,,,,,,,,,,,,,
2011,8,Norway,1,NORAD,2007004584,NPRO-2007/10130,3,660,Nepal,,,10016,LDCs,11,ODA Grants,1,10,110,D02,,0.09188862719908647,,,0.09188862719908647,,,,,,,,,,,,,,8,,0.51499899999999998,NUFU AGREEMENT,NUFU Agreement,11420,Higher education,114,I.1.d. Post-Secondary Education,51000,"University, college or other teaching institution, research institute or think-tank",SIU - Senter for internasjonalisering av hyere utdanning,,2007-08-08 00:00:00,2011-12-31 00:00:00,"Governance Matters: Assessing, Diagnosing, and Addressing Challenges of Governance in Nepal",1,0,0,1,1,,,,0,0,0,0,2007-08-08 00:00:00,,,,,,,,,,,,,
2011,8,Norway,1,NORAD,2011000906,GLO-06/292-51,1,660,Nepal,,,10016,LDCs,11,ODA Grants,3,10,110,B01,9.3690183063911789E-2,9.3690183063911789E-2,,9.3690183063911789E-2,9.3690183063911789E-2,,,,9.3690183063911789E-2,0.0,0.0,9.3690183063911789E-2,0.0,0.0,0.0,0.0,,0.0,8,0.52509600000000001,0.52509600000000001,EMIS UF-STRENGTHENING CLIMATE-NETWORK IN NEPAL,EMIS UF-Strengthening Climate-Network in Nepal,41010,Environmental policy and admin. mgmt,410,IV.1. General Environment Protection,22000,NATIONAL NGOs,Utviklingsfondet,,2011-01-01 00:00:00,2011-12-31 00:00:00,Strengthen the institutional capacity of NGOs to be more credible and effective in policy advocacy related to climate change. Build active climate network at the national level to build alliance towards better advocacy and awareness raising.,0,2,0,0,,,,,0,0,0,0,2011-01-01 00:00:00,,,,,,,100.0,,,,,,
2011,8,Norway,1,NORAD,2011001171,KD2011-21,1,660,Nepal,,,10016,LDCs,11,ODA Grants,1,10,110,E01,0.24277914570174502,0.24277914570174502,,0.24277914570174502,0.24277914570174502,,,,0.24277914570174502,0.0,0.0,0.24277914570174502,0.0,0.0,0.0,0.0,,0.0,8,1.3606800000000001,1.3606800000000001,REFUND STUDENT LOANS,Refund student loans,11420,Higher education,114,I.1.d. Post-Secondary Education,11000,Donor government,KD - Kunnskapsdepartementet,,2011-01-01 00:00:00,2011-12-31 00:00:00,Refund of student loans,0,0,0,0,,,,,0,0,0,0,2011-01-01 00:00:00,,,,,,,100.0,,,,,,
2011,8,Norway,1,NORAD,2009001315,GLO-08/418-6,3,660,Nepal,,,10016,LDCs,11,ODA Grants,3,10,110,B01,,1.7582432287763624E-2,,,1.7582432287763624E-2,,,,,,,,,,,,,,8,,9.8542500000000005E-2,NEPAL YOUTH HIV/AIDS & ANTI-TRAFFICKING,Nepal Youth HIV/AIDS & anti-trafficking,15150,Democratic participation and civil society,151,I.5.a. Government & Civil Society-general,22000,NATIONAL NGOs,Norges Rde Kors,,2009-01-01 00:00:00,2012-12-31 00:00:00,"Nepal Red Cross' Youth HIV/AIDS prevention programme (peer education, advocacy, volunteerism, and social discrimination) and anti-trafficking. Capacity building of five Red Cross branches.  Agr.partner: Norwegian Red CrossImpl.inst: Nepal Red Cross",0,0,0,2,,,,,0,0,0,0,2009-01-01 00:00:00,,,,,,,,,,,,,
2011,8,Norway,1,NORAD,2009001334,GLO-08/440-5,3,660,Nepal,,,10016,LDCs,11,ODA Grants,3,10,110,B01,,0.0287264033115655,,,0.0287264033115655,,,,,,,,,,,,,,8,,0.161,"ALCOHOL, DRUGS AND DEVELOPMENT - STRENGTHEN REGULATIONS AND CONTROL","Alcohol, Drugs and Development - Strengthen regulations and control",12110,Health policy & admin. management,121,"I.2.a. Health, General",22000,NATIONAL NGOs,FORUT - Solidaritetsaksjon for utvikling,,2009-01-01 00:00:00,2013-12-31 00:00:00,"Strengthen regulations controlling supply and demand of alcohol and tobacco. Stakeholders are civil society organisations and youth groups to advocate for legislation, also public officials responsible for implementation. Women and children most often victims of alcohol caused violence (domestic)",1,0,0,2,,,,,0,0,0,0,2009-01-01 00:00:00,,,,,,,,,,,,,
2011,8,Norway,1,NORAD,2009001336,GLO-08/440-7,3,660,Nepal,,,10016,LDCs,11,ODA Grants,3,10,110,B01,,8.9212432644613371E-3,,,8.9212432644613371E-3,,,,,,,,,,,,,,8,,5.0000000000000003E-2,CRISIS RESPONSE AND RECOVERY - POST CONFLICT REHABILITATION OF GIRLS,Crisis Response and Recovery - Post conflict rehabilitation of girls,15261,Child soldiers (prevention and demobilisation),152,"I.5.b. Conflict, Peace & Security",22000,NATIONAL NGOs,FORUT - Solidaritetsaksjon for utvikling,,2009-01-01 00:00:00,2013-12-31 00:00:00,Reintegration and long-term prospects of girls formerly associated with armed forces/ groups in Nepal. Ensuring psychological and social support in reintegration in home communities where there may exist resentment towards them. Education and livelihood support ensuring financial independence,1,0,0,2,,,,,0,0,0,0,2009-01-01 00:00:00,,,,,,,,,,,,,
2011,8,Norway,1,NORAD,2009001330,GLO-08/440-17,3,660,Nepal,,,10016,LDCs,11,ODA Grants,3,10,110,B01,,0.31374745744566968,,,0.31374745744566968,,,,,,,,,,,,,,8,,1.758429,"CHILD RIGHTS - EDUCATION, PUBLIC ACCOUNTABILITY AND FEMALE CHILD RIGHTS","Child Rights - education, public accountability and female child rights",15160,Human rights,151,I.5.a. Government & Civil Society-general,22000,NATIONAL NGOs,FORUT - Solidaritetsaksjon for utvikling,,2009-01-01 00:00:00,2013-12-31 00:00:00,"Provide medium-term assistance and solutions to young people who are survivors of sexual abuse, conflict, trafficking, child labour, homeless, drug / alcohol abuse, socially excluded groups (Dalits), living with HIV/AIDS, to have a healthy life with opportunities of education, work, rights awareness",1,0,0,2,,,,,0,0,0,0,2009-01-01 00:00:00,,,,,,,,,,,,,
2011,8,Norway,1,NORAD,2009001306,GLO-08/418-5,3,660,Nepal,,,10016,LDCs,11,ODA Grants,3,10,110,B01,,0.13622872283481427,,,0.13622872283481427,,,,,,,,,,,,,,8,,0.76350750000000001,NEPAL YOUTH HIV/AIDS & ANTI-TRAFFICKING,Nepal Youth HIV/AIDS & anti-trafficking,13040,Std control including hiv/aids,130,I.3. Population Pol./Progr. & Reproductive Health,22000,NATIONAL NGOs,Norges Rde Kors,,2009-01-01 00:00:00,2012-12-31 00:00:00,"Nepal Red Cross' Youth HIV/AIDS prevention programme (peer education, advocacy, volunteerism, and social discrimination) and anti-trafficking. Capacity building of five Red Cross branches.  Agr.partner: Norwegian Red CrossImpl.inst: Nepal Red Cross",1,0,0,1,,,,,0,0,0,0,2009-01-01 00:00:00,,,,,,,,,,,,,
2011,8,Norway,1,NORAD,2008003774,NOMA-2007/10039,3,660,Nepal,,,10016,LDCs,11,ODA Grants,1,10,110,D02,,0.11722460122042608,,,0.11722460122042608,,,,,,,,,,,,,,8,,0.65699699999999994,NORADS PROGRAMME FOR MASTER STUDIES - NOMA,Norads Programme for Master Studies - NOMA,23081,Energy education/training,230,II.3. Energy,51000,"University, college or other teaching institution, research institute or think-tank",SIU - Senter for internasjonalisering av hyere utdanning,,2007-05-15 00:00:00,2012-12-31 00:00:00,Master of Engineering in Electrical Power Engineering,0,1,0,0,1,,,,0,0,0,0,2007-05-15 00:00:00,,,,,,,,,,,,,
2011,8,Norway,1,NORAD,2008003768,NOMA-2006/10030,3,660,Nepal,,,10016,LDCs,11,ODA Grants,1,10,110,D02,,0.14394782856938942,,,0.14394782856938942,,,,,,,,,,,,,,8,,0.80676999999999999,NORADS PROGRAMME FOR MASTER STUDIES - NOMA,Norads Programme for Master Studies - NOMA,23081,Energy education/training,230,II.3. Energy,51000,"University, college or other teaching institution, research institute or think-tank",SIU - Senter for internasjonalisering av hyere utdanning,,2007-01-01 00:00:00,2011-12-31 00:00:00,MSc Programme in Hydropower Development,1,0,0,0,1,,,,0,0,0,0,2007-01-01 00:00:00,,,,,,,,,,,,,
2011,8,Norway,1,NORAD,2008003754,NOMA-2007/10037,3,660,Nepal,,,10016,LDCs,11,ODA Grants,1,10,110,D02,,0.32220604503443606,,,0.32220604503443606,,,,,,,,,,,,,,8,,1.805836,NORADS PROGRAMME FOR MASTER STUDIES - NOMA,Norads Programme for Master Studies - NOMA,41081,Environmental education/training,410,IV.1. General Environment Protection,51000,"University, college or other teaching institution, research institute or think-tank",SIU - Senter for internasjonalisering av hyere utdanning,,2007-05-15 00:00:00,2013-12-31 00:00:00,Master Program in Environment Education aand Sustainable Development,0,2,0,0,1,,,,0,0,0,0,2007-05-15 00:00:00,,,,,,,,,,,,,
2011,8,Norway,1,NORAD,2007003732,GLO-07/107-81,3,660,Nepal,,,10016,LDCs,11,ODA Grants,3,10,110,B01,,0.22198908039824433,,,0.22198908039824433,,,,,,,,,,,,,,8,,1.2441600000000002,NOR-COMMUNITY HEALTH IN OKHALDHUNGA,NOR-Community Health in Okhaldhunga,12220,Basic health care,122,I.2.b. Basic Health,22000,NATIONAL NGOs,Digni - tidl. Bistandsnemnda,,2007-01-01 00:00:00,2012-07-04 00:00:00,Strengthening primary health care by making maternal and child health available to marginalised groups in peripheral villages. Emphasis on building women's groups and management committees to ensure sustainable local ownership.,1,0,0,2,,,,,0,0,0,0,2007-01-01 00:00:00,,,,,,,,,,,,,
